Mask;Score;Gen
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?l?u?u?u?u;-50.0;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?s?u;-0.16666666666666666;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?d;-67.33333333333333;85
?u?d?u?d?u?u;-1.5;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u?d?s;-0.058823529411764705;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?s?u?u?u;-1.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u;-0.0;85
?u?u?u?u?u?d;-67.33333333333333;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u;-0.0;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u;-205.16666666666666;85
?u?u?u?u?u?u;-817.2;85
?u?u?l?u?u?u?s?s;-0.0;85
?u?u?u?u?d?u;-3.1666666666666665;85
?u?u?u?u?u?l;-5.6;85
?u?u?u?u?s?u;-0.16666666666666666;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u;-205.16666666666666;85
?u?u?s?u?u?u;-1.2;85
?u?u?u?s?u?u;-0.0;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?l?u?u?u?u;-50.0;85
?u?u?u?u?u?u?d?s;-0.058823529411764705;85
?u?u?u?u;-136.33333333333334;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u?u?u;-817.2;85
?u?u?d?u?u?u?u?s;-0.0;85
?d?u?u?u?u?u;-2.3333333333333335;85
?u?u?u?u?u?u;-817.2;85
?u?u?u?u;-136.33333333333334;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?l?u?u?u?u;-50.0;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?l?u;-5.333333333333333;86
?u?u?u?u?u?u;-817.2;86
?u?l?u?u?l?u;-42.0;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?d;-67.33333333333333;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?s?u?u?u?u?u;-0.0;86
?u?u?u?u;-136.33333333333334;86
?l?d?u?u?u?u;-1.0;86
;-0.0;86
?u?u?s?u?u?u;-1.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?s?u?u;-0.0;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u?u?s;-0.028169014084507043;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u?u?s;-0.028169014084507043;86
?u?s?u?u?u?u;-0.6;86
?u?u?u?d?u?u;-4.0;86
?u?u?u?u?d?u;-3.1666666666666665;86
?u?u?l?l?u?u;-7.6;86
?u?u?u?u?u?u?u?s;-0.028169014084507043;86
?u?u?u?u?u?l;-5.6;86
?u?u?u?u?u?u;-817.2;86
?u?l?u?u?u?u;-50.0;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u;-136.33333333333334;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u?u?s;-0.028169014084507043;86
?l?u?u?u?u?u;-6.8;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?l?u;-5.333333333333333;86
?u?u?u?u?u?u;-817.2;86
?u?u?u?u?u;-205.16666666666666;86
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?s?u;-0.16666666666666666;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u;-0.0;87
?u?u?u?u?u?u;-817.2;87
?u?u?s?u?u?u;-1.2;87
?u?u?u?u?u?u;-817.2;87
?l?u?l?u?u?u;-4.666666666666667;87
?u?u?u?u?s?u;-0.16666666666666666;87
?u?u?u?u;-136.33333333333334;87
?u?u?u?u;-136.33333333333334;87
?u?s?u?l?u?u;-0.0;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?l?u?u;-4.333333333333333;87
?u?u?s?u?u?u;-1.2;87
?u?u?u?u?u?u;-817.2;87
?u?s?u?u?u?u;-0.6;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?d?s?u?u?u?u;-0.0;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?d?u?u?u?u?u;-2.3333333333333335;87
?u;-0.0;87
?u?u?u?d?u?u?l?s;-0.0;87
?u?u?u?u;-136.33333333333334;87
?u?u?d?u?u?u;-6.333333333333333;87
?u?u?u?u?u?u;-817.2;87
?u?u?s?u?u?u;-1.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?d?u?u;-4.0;87
?u?u?u?u?u?u;-817.2;87
?u?u;-0.0;87
?u?u?u?u?u;-205.16666666666666;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?u?u;-817.2;87
?u;-0.0;87
?u?u?u?u?u?u;-817.2;87
?u?u?d?u?s?u;-0.0;87
?u?s?u?u?u?u;-0.6;87
?u?u?u?u?u?u;-817.2;87
?u?u?u?u?l?u;-5.333333333333333;87
?u;-0.0;87
?u?u?u?s?u?u;-0.0;87
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?s;-0.5;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?s;-0.5;88
?s?u?u?u?u?u;-0.0;88
;-0.0;88
?u?s?u?u?u?u;-0.6;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u;-205.16666666666666;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?s?u?u;-0.0;88
?s?u?u?u?u?u;-0.0;88
?u;-0.0;88
?u?u?u?u?u;-205.16666666666666;88
?s?u?u?u?u?u;-0.0;88
?u?u?d?u?u?u;-6.333333333333333;88
?u?u?d?u?u?u;-6.333333333333333;88
?u?u?l?u?u?u;-7.0;88
?u?u?u?u?s?u?l?s;-0.0;88
?u?u?u?u?u?u;-817.2;88
?u;-0.0;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u?d?s;-0.058823529411764705;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?d?l?u?u?u;-2.0;88
?u?u?u?u?u?u?s?s;-0.031746031746031744;88
?u?u?u;-0.0;88
?u?u?u?u?l?u;-5.333333333333333;88
?u?u?u;-0.0;88
?u?u?u?u?u?u;-817.2;88
?d?u?u?d?u?u;-0.4;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?l?u?u;-4.333333333333333;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?s?u?u;-0.0;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?d?u?u;-4.0;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?d?u?s;-0.0;88
?u?u?u?u?u?l;-5.6;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;88
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?s?u?u?u;-1.2;89
?u?u?u?u?u?u?l?s;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?d?u?u?u?u?l?d?s;-0.0;89
?u?u?u?u;-136.33333333333334;89
?l?u?u?u?s?u;-0.2;89
?u?u?u?d?u?u;-4.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u?u?s;-0.028169014084507043;89
?u?u?u?u?u?u;-817.2;89
?u?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?d?s?u;-0.0;89
?u?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?l?u?u?u?u;-50.0;89
?u?u?u?u?u?u;-817.2;89
?u?s?d?u?u?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?d?u?u?u;-3.5;89
?s?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u;-136.33333333333334;89
?u?u?u?s?u?u;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?d;-67.33333333333333;89
?s?u?u?u?u?u;-0.0;89
?u?u?s?u?u?u;-1.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u?l?s;-0.0;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;89
?u?u?u?u?u?u;-817.2;90
?u?u?d?u?u?u?d?s;-0.0;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?d?s?u?u?u;-0.0;90
?u?u?u?u?u?d;-67.33333333333333;90
?u?u;-0.0;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u?d?s;-0.058823529411764705;90
?u?u?u?u?u?d;-67.33333333333333;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u;-136.33333333333334;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u;-0.0;90
?u;-0.0;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?s?u?u?u?u?d?s;-0.0;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?u;-817.2;90
?u;-0.0;90
?u?u?s?u?u?u;-1.2;90
?u?u?u?u?u?u;-817.2;90
?u?u?u?u?u?l;-5.6;90
?u?u?u?s?u?u;-0.0;90
?u?u?u?u?u?u?u?s;-0.028169014084507043;90
?u?u?u?u?u?u;-817.2;90
?u;-0.0;90
?u?u?u?u?u?u;-817.2;90
?l?u?u?u?u?u;-6.8;90
?u?u?u?u?u?u?d?s;-0.058823529411764705;90
?u?u?u?u?u?u;-817.2;90
?u?u?s?d?u?u;-0.0;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?l?d?u?u;-2.0;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u?l?s;-0.0;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?s?s?u;-0.0;91
?u?u?u?u?u?u;-817.2;91
?u?s?u?d?u?u;-0.0;91
?s?u?u?u?u?u;-0.0;91
?u?u?u?u?s?u;-0.16666666666666666;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?d?u?u?u?u?u;-2.3333333333333335;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u?u?s;-0.028169014084507043;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u?u?s;-0.028169014084507043;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?d?u?u?u?u;-4.0;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u;-136.33333333333334;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u;-0.0;91
?u?u?u?u?u;-205.16666666666666;91
?u?u?s?u?u?u;-1.2;91
?u?u?u?u?d?u?d?s;-0.0;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;91
?u?u?u?u?u?u;-817.2;92
?u?s?u?u?u?u;-0.6;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?s?u?u?u;-1.2;92
?u?u?u?u?d?u;-3.1666666666666665;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?l?u?u;-4.333333333333333;92
?d?u?u?u?u?u;-2.3333333333333335;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?d?u?u?u?u?u;-2.3333333333333335;92
?s?u?u?u?u?u;-0.0;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u?u?s;-0.028169014084507043;92
?u?u?u?u?u?u;-817.2;92
?l?u?u?s?u?u;-0.0;92
?u?u?u?u?u?d;-67.33333333333333;92
?u?l?u?u?u?u?d?s;-0.0;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?s?l?u?u?u;-0.0;92
;-0.0;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u?d?s;-0.058823529411764705;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?d?u;-3.1666666666666665;92
?u;-0.0;92
?s?l?u?u?u?u?s?s;-0.0;92
?l?u?s?u?u?u?u?s;-0.0;92
?u?u?u?l?u?u;-4.333333333333333;92
;-0.0;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?s?u?l?s;-0.0;92
?u?u?u?u?u?u;-817.2;92
?u?u?u?u?u?u;-817.2;92
?l?u?u?u?u?u?s?s;-0.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?d?u?u;-4.0;93
?u?u?s?u?u?u;-1.2;93
?u?u?u?d?u?u;-4.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?s?u?u?u?u?u;-0.0;93
?u?d?u?u?u?u;-4.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u;-0.0;93
?u?u?u?u?u?u;-817.2;93
;-0.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u?s?s;-0.031746031746031744;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u;-0.0;93
?l?u?u?u?u?u;-6.8;93
?u?u?u?s?u?u;-0.0;93
?u?u?u?u?u;-205.16666666666666;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u?s?s;-0.031746031746031744;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?d;-67.33333333333333;93
?u?u?s?u?u?u;-1.2;93
?s?u?u?u?u?u;-0.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u;-0.0;93
?u?u?u?u?d?u;-3.1666666666666665;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u?l?s;-0.0;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?u?u?u;-817.2;93
?u?u?u?l?u?u;-4.333333333333333;93
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u?s?s;-0.031746031746031744;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u;-0.0;94
?u?u?u?u?u?u;-817.2;94
;-0.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u;-0.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?s?u?u;-0.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u;-0.0;94
?u?u?u?u?u?s;-0.5;94
?u?u?u?u;-136.33333333333334;94
?u?u?d?u?u?u;-6.333333333333333;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?s?u?u?u?u;-0.6;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u;-0.0;94
?u?d?u?u?u?u;-4.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?s?u?u?u?u;-0.6;94
?u?u?l?u?l?u;-6.4;94
?u?u?l?u?u?s;-0.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u?l?u?u?u?u;-50.0;94
?u?u?u?u?u?u;-817.2;94
?u?u?u?u?u?u;-817.2;94
?u;-0.0;94
?u?u?u?u?u?u;-817.2;94
?s?u?u?u?u?u;-0.0;94
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?d?u?u;-4.0;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u;-0.0;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?l;-5.6;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u?l?s;-0.0;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?l?u?u;-4.333333333333333;95
?u?u?u?u?u?u;-817.2;95
?s?s?u?u?u?u;-0.16666666666666666;95
?u;-0.0;95
?u?u?u?u?u?u?l?s;-0.0;95
?u?u?s?u?u?u;-1.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u?s?s;-0.031746031746031744;95
?u?u?u?u?d?u;-3.1666666666666665;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u;-817.2;95
?u?u?u?u?u?u?l?s;-0.0;95
?u?u?u?u?u?u?d?s;-0.058823529411764705;95
?u?u?u?u?u?u;-817.2;95
;-0.0;95
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u;-0.0;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?d?u;-3.1666666666666665;96
?u?u?u?u?u?u;-817.2;96
?u?u;-0.0;96
?u?u?u?l?u?u;-4.333333333333333;96
?u?u?l?u?d?u?s?s;-0.0;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?d?u?u?u;-6.333333333333333;96
?u?d?u?u?u?u;-4.0;96
?u?u?s?u?u?u;-1.2;96
?u?u?s;-0.0;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u;-0.0;96
?s?u?u?u?u?u;-0.0;96
?u?u?u?u?u?d;-67.33333333333333;96
?l?u?u?u?u?u;-6.8;96
?u?u?u?u?d;-12.0;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
;-0.0;96
?u?u?u?u?u?s;-0.5;96
?u?d?u?u?u?u;-4.0;96
?u?u?u?u?u?u?d?s;-0.058823529411764705;96
?u?u?u?u?u?u;-817.2;96
?u?s?u?u?u?u;-0.6;96
?s?u;-0.0;96
?u?u?u?u?s?u?d?s;-0.0;96
?u?u?u?u?u?u?u?s;-0.028169014084507043;96
?u?u?u?u?u?u;-817.2;96
?l?u?u?u?u?u;-6.8;96
;-0.0;96
?u?d?u?u?u?u;-4.0;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u;-817.2;96
?u?u?u?u?u?u?d?s;-0.058823529411764705;96
;-0.0;96
?u?u?u?u?u?u?d?s;-0.058823529411764705;96
?u?u?u?u?u?u?l?s;-0.0;96
?s?u;-0.0;96
?u?s?u?u?u?u;-0.6;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u;-0.0;97
?u?u?u?u?s?u;-0.16666666666666666;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?s?u?u?u?u;-0.6;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u;-0.0;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u;-0.0;97
?s?u?u?u?u?u;-0.0;97
?u?u?u?u?u?u;-817.2;97
;-0.0;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u?u?s;-0.028169014084507043;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?l?u?u;-4.333333333333333;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?l?u?u?u?s;-0.0;97
?u?u?u?u?u?u;-817.2;97
?u;-0.0;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?s?s?u;-0.0;97
?u?d?u?u?u?u;-4.0;97
?u?u?u?u?u?u?u?s;-0.028169014084507043;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?u?u?u?u?u?u;-817.2;97
?l?u?u?u?u?u;-6.8;97
?u?u?u?u?u?u;-817.2;97
?s?u?u?d?u?u;-0.0;97
?u?u?u?u?u?u;-817.2;97
;-0.0;97
?u?u?u?s?u?u;-0.0;97
?u?u?u?u?u?u;-817.2;97
?d?u?u?u?u?u;-2.3333333333333335;98
?u?u?u?u?u?u;-817.2;98
?s?u?u?u?u?u?s?s;-0.0;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?s?u?u?u?u?u;-0.0;98
?u?u?l?u?u?u;-7.0;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?s?u;-0.16666666666666666;98
?u?u?d?u?u?u;-6.333333333333333;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?d?u?u?u?u?u;-2.3333333333333335;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?s?u?u?u?u?d?s;-0.0;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?l?u?u?u?u?u;-6.8;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?d;-67.33333333333333;98
?u?l?u?u?u?u;-50.0;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u?d?s;-0.058823529411764705;98
?u?u?u?u?u?u?u?s;-0.028169014084507043;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
?u?u?u?u?u?u;-817.2;98
