Mask;Score;Gen
?u?u?u?u?u;-205.16666666666666;29
?l?u?u?u?l;-4.0;29
?u?u?u?u?u;-205.16666666666666;29
;-0.0;29
?u?u?u?u?u;-205.16666666666666;29
?u?u?u?u?u;-205.16666666666666;29
?u?u?u?u?u;-205.16666666666666;29
?u?u?u?u?u;-205.16666666666666;29
?u?u?u?u?u?u?u?s;-0.028169014084507043;29
?u?u?u?u?s;-0.16666666666666666;29
?u?u?u?u?u;-205.16666666666666;30
?s?u?u?u?u;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u;-0.0;30
?u?u?d?u?u;-2.4;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?d?u;-3.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?s?u;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?s;-0.16666666666666666;30
?u?u?u?u?d;-12.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?l;-4.8;30
?u?u?u?u?u;-205.16666666666666;30
?u?u;-0.0;30
;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u?d?l?s;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?d?u;-3.0;30
?u?u;-0.0;30
?u?s?u?u?u;-0.0;30
?u?d?u?u?u?d?d?s;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u;-0.0;30
?u?u?u?u?u?l?l?s;-0.0;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?u;-205.16666666666666;30
?u?u?u?u?d;-12.0;30
?u?u?u?u?u;-205.16666666666666;30
?s?u?u?d?u;-0.0;30
?u?u?s?u?u;-0.0;31
?u?u?u?u?u;-205.16666666666666;31
?l?u?u?u?u;-4.2;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?d?u?u?u;-3.5;31
?u?u?u?u?u;-205.16666666666666;31
?u?u;-0.0;31
?u?l?u?u?u;-5.333333333333333;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?s;-0.16666666666666666;31
?u;-0.0;31
?u?u?u;-0.0;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?d?u?l?u;-0.8;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?d;-4.666666666666667;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u?l?l?s;-0.0;31
?u?u?d?u?u;-2.4;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?d?u?u?d?l?s;-0.0;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u?s?l?s;-0.0;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?s?u;-0.0;31
?u;-0.0;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?u?u?u?u;-205.16666666666666;31
?u?l?u?u?u;-5.333333333333333;31
?u?u;-0.0;31
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?d?u?u;-2.4;32
?u?u?u?u?u;-205.16666666666666;32
?u?s?u?u?u?l?l?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?l?u?u?u;-5.333333333333333;32
?u?d?u?u?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u;-136.33333333333334;32
?u?u?u?u?u;-205.16666666666666;32
;-0.0;32
?l?u?u?u?u;-4.2;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?s;-0.16666666666666666;32
?u?u?u?u?u?s?d?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u;-0.0;32
?u;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?d?u?u;-2.4;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?s?u;-0.0;32
?u?u?u?u?u?l?l?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u?d?l?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?s?u?l?u?l?l?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u?s?l?s;-0.0;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?u?u?u;-205.16666666666666;32
?u?u?s?u?u;-0.0;32
?u?u?u?u;-136.33333333333334;32
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?s?u;-0.0;33
?u?u?u?u?u;-205.16666666666666;33
?u?u;-0.0;33
?u?u?u?u;-136.33333333333334;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u?l?l?s;-0.0;33
?u?l?u?u?u;-5.333333333333333;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?s?u;-0.0;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?d?u?u;-2.4;33
?u?u?u?u?u;-205.16666666666666;33
;-0.0;33
?u?u?u?u?u;-205.16666666666666;33
?s?u?u?u?u;-0.0;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?d?u?u?u?d?s;-0.0;33
?u?u?d?u?u;-2.4;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?l?u;-4.428571428571429;33
?u?u?u?u?u;-205.16666666666666;33
?u?u;-0.0;33
?u?u?u?u?u;-205.16666666666666;33
?u?d?u?u?u;-3.5;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?d?u?u;-2.4;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u?d?l?s;-0.0;33
?u?u?u?u?l;-4.8;33
?u?u?u?u?l;-4.8;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u;-136.33333333333334;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;33
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?d?u?u?u?u;-3.2;34
?s?u?u?u?u?u?l?s;-0.0;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?l?u?u?u;-5.333333333333333;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?l?u?u?u;-5.333333333333333;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?l?u?u?u?u;-4.2;34
?u?d?u?u?u;-3.5;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u;-0.0;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?d;-12.0;34
?u?s?u?u?u;-0.0;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?l;-4.8;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u?u?l?s;-0.0;34
?u?u?u?u?u?u?d?s;-0.058823529411764705;34
?u?u?u?u;-136.33333333333334;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?d?u?u?u?u;-3.2;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?s?u?u;-0.0;34
?u?u?u?u?u;-205.16666666666666;34
?d?u?d?u?u;-1.6;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?s?u;-0.0;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u?l?l?s;-0.0;34
?u?l?u?u?u;-5.333333333333333;34
?u?u?u?u?u;-205.16666666666666;34
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?d?u?l?u;-0.8;35
?u?u?u?u?d;-12.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u?d?l?s;-0.0;35
?u?u?u?u?l;-4.8;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u?s?l?s;-0.0;35
?u?s?u?u?d;-0.0;35
?u;-0.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?s?u?u?u?u;-0.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u?s;-0.5;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?s?u;-0.0;35
?u?u?u?u?u?l?l?s;-0.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?s?u?u;-0.0;35
?d?u?u?u?u;-3.2;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u;-136.33333333333334;35
?u?d?u?u?u;-3.5;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?s?u?u?u?u;-0.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u?d?s?s;-0.0;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u;-205.16666666666666;35
?u?u?u?u?u?d?l?s;-0.0;35
?u?u?s?u?u;-0.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u?s?u?s;-0.0;36
?u?u?u?u?u?d?l?s;-0.0;36
?d?u?u?u?u;-3.2;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?l;-4.8;36
?u?u?u?u?u;-205.16666666666666;36
;-0.0;36
?d?u?l?u?u;-3.0;36
?u?u?u?u?u?l?l?s;-0.0;36
?u?u?u?l?u;-4.428571428571429;36
?u?u?u?s?u;-0.0;36
;-0.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?d?u?u?u;-3.5;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?d?u?u;-2.4;36
?d?u;-0.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u?u?l?s;-0.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u;-0.0;36
?u?u?u?u;-136.33333333333334;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?d;-12.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?d?u?u?u;-3.5;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u;-0.0;36
?l;-0.0;36
?d?u?u?u?u;-3.2;36
?u?u?u?u?u;-205.16666666666666;36
;-0.0;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u;-205.16666666666666;36
?u?u?u?u?u?u?u?s;-0.028169014084507043;36
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?l;-4.8;37
?u?u?u;-0.0;37
?u?u?u?s?u;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?l?u?u?u?u;-4.2;37
?u?u?u?u?u;-205.16666666666666;37
?l?u?u?s;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u?d?l?s;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?l?u;-4.428571428571429;37
;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?s?u?u?u;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?l?u?u?u?u;-4.2;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u?s?d?s;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?d?u?u?u?l;-3.4;37
?u?s?u?u?u;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?l?u?u?u?u;-4.2;37
?u;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u?l?l?s;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
;-0.0;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u;-136.33333333333334;37
?u?u?u?u?u;-205.16666666666666;37
?u?u?u?u?u;-205.16666666666666;38
?u?s?u?u;-0.0;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?l?u?u?l?u;-3.5;38
?s?l?u?u?u;-0.0;38
?u?u?u?u?u?u?s?s;-0.031746031746031744;38
?u?l?u?u?u;-5.333333333333333;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u?d?l?s;-0.0;38
?u?u?d?u?u;-2.4;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u?u?d?s;-0.058823529411764705;38
?u?u?u;-0.0;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u;-136.33333333333334;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u;-0.0;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?s?u?u?u?u;-0.0;38
?u?u?l;-0.0;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u?l?d?s;-0.0;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?u?u;-205.16666666666666;38
?u?u?u?s?u;-0.0;38
?u?l?u?u?u;-5.333333333333333;38
?u?u?l?u?u;-4.166666666666667;39
?u?u?u?u?u?s?u?s;-0.0;39
?s?u?u?u?u;-0.0;39
?u?u?u?l?u;-4.428571428571429;39
?d?u?u?u?u;-3.2;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?d?u?u?u;-3.5;39
?u?u?u?u?u?u;-817.2;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?l?u;-4.428571428571429;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?s?u?u;-0.0;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
;-0.0;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?d?u?u?u?u;-3.2;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
;-0.0;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?u;-205.16666666666666;39
;-0.0;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u?d;-12.0;39
?u?u?u?u?s;-0.16666666666666666;39
?u?u?u?u?u;-205.16666666666666;39
?u?u?u?u;-136.33333333333334;39
?u?u?u?d?u;-3.0;39
?u?s?u?u?u;-0.0;39
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u?u;-817.2;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?s?u?u?u?u;-0.0;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?d;-12.0;40
?u?u?u?u;-136.33333333333334;40
?u?u?u?u?u;-205.16666666666666;40
?u?s?u?u?u;-0.0;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?s;-0.16666666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?d?u;-3.0;40
;-0.0;40
?u?u?u?u?u;-205.16666666666666;40
?s?u?u?u?u;-0.0;40
?u?u?u?u?u?u?l?s;-0.0;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?s?u;-0.0;40
?u?d;-0.0;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?l?u?u?u?d;-2.6;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;40
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?s?u?u;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u;-0.0;41
?u?u?u?u?u?l?l?s;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?d?u?u;-2.4;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u;-136.33333333333334;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?d;-12.0;41
?u?l?u?u?u;-5.333333333333333;41
?u?u?u?l?u?u?l?s;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?s?u?u?u?u;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?d?u?u?u;-3.5;41
?u?u?u?u?u?u;-817.2;41
?u?u?u?u?u?s?l?s;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u?u;-817.2;41
?s?u?u?u?u;-0.0;41
?u?u?u?u?u?s?l?s;-0.0;41
?u?d?s?u?u;-0.0;41
?u?u?l?u?u;-4.166666666666667;41
?u?u?u?u?u;-205.16666666666666;41
?u?u;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?l?u;-4.428571428571429;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?d?u;-3.0;41
?u?u?u?u;-136.33333333333334;41
;-0.0;41
?u?l?u?u?u?u?s?s;-0.0;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u?u;-205.16666666666666;41
?u?u?u?u;-136.33333333333334;41
?u?u?u?u;-136.33333333333334;41
?l?u?u?u?u;-4.2;41
?u?u?u?u?u;-205.16666666666666;42
?u?u?u;-0.0;42
?u?s?d?s?u;-0.0;42
?u?u?u?u?u;-205.16666666666666;42
?u?l?u?u?u;-5.333333333333333;42
?l?u;-0.0;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u?u;-817.2;42
?u?u;-0.0;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?l?u?u;-4.166666666666667;42
?d?u?u?u?u?u;-2.3333333333333335;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?s?u?d?u?l;-0.0;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?l?u?u?u;-5.333333333333333;42
?u?u?u?u?u;-205.16666666666666;42
;-0.0;42
?s?u?u?u?u;-0.0;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u;-0.0;42
?u?u?u?u?l?u;-5.333333333333333;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?s?u?u?u?u;-0.0;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?u?u?u;-205.16666666666666;42
?s?u?u?u?u?u?u?s;-0.0;42
?u?u?u?u?u?u;-817.2;42
?u?u?u?u?u;-205.16666666666666;42
?u?u?l?u?u?u;-7.0;42
?u?l?u?u?u?u;-50.0;43
?u?u?u?u?u?u;-817.2;43
;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?u;-817.2;43
?u?u?u;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u;-205.16666666666666;43
?u?d;-0.0;43
?u?u?u?d;-4.666666666666667;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u;-205.16666666666666;43
?l?u?u?s?u?u;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u;-0.0;43
?u?u?u?u?u?u;-817.2;43
